ID,Name,Symbol
994,Bitcoin,BTC
995,Bitcoin,BTC
996,Bitcoin,BTC
997,Bitcoin,BTC
998,Bitcoin,BTC
999,Bitcoin,BTC
1000,Bitcoin,BTC
1001,Bitcoin,BTC
1002,Bitcoin,BTC
1003,Bitcoin,BTC
1004,Bitcoin,BTC
1005,Bitcoin,BTC
1006,Bitcoin,BTC
1007,Bitcoin,BTC
1008,Bitcoin,BTC
1009,Bitcoin,BTC
1010,Bitcoin,BTC
1011,Bitcoin,BTC
1012,Bitcoin,BTC
1013,Bitcoin,BTC
1014,Bitcoin,BTC
1015,Bitcoin,BTC
1016,Bitcoin,BTC
1017,Bitcoin,BTC
1018,Bitcoin,BTC
1019,Bitcoin,BTC
1020,Bitcoin,BTC
1021,Bitcoin,BTC
1022,Bitcoin,BTC
1023,Bitcoin,BTC
1024,Bitcoin,BTC
